# taxa  Frequency(n)   propn
#  916   11111111111111111111  20   
#  917   11111111111111111111  20   
#  918   11111111111111111111  20   
#  919   11111111111111111111  20   
#  920   11111111111111111111  20   
#  921   11111111111111111111  20   
#  922   11111111111111111111  20   
#  923   11111111111111111111  20   
#  924   11111111111111111111  20   
#  925   11111111111111111111  20   
#  926   11111111111111111111  20   
#  927   11111111111111111111  20   
#  928   11111111111111111111  20   
#  929   11111111111111111111  20   
#  930   11111111111111111111  20   
#  931   11111111111111111111  20   
#  932   10111111111111010111  17   
#  933   11111111111111111111  20   
#  934   11111111111111111111  20   
#  935   11111111111111111111  20   
#  936   11111111111111111111  20   
#  937   11111111111111111111  20   
#  938   11111111111111111111  20   
#  939   11111111111111111111  20   
#  940   11111111111111111111  20   
#  941   10100110001111001111  12   
#  942   11111111111111111111  20   
#  943   11111111111111111111  20   
#  944   11111111111111111111  20   
#  945   11111111111111111111  20   
#  946   11111101101111010111  16   
#  947   11111111111111111111  20   
#  948   11111111111111111111  20   
#  949   11111111111111111111  20   
#  950   11111111111111111111  20   
#  951   11111111111111111111  20   
#  952   11111111111111111111  20   
#  953   11111111111111111111  20   
#  954   11111111111111111111  20   
#  955   11111111111111111111  20   
#  956   11111111111111111111  20   
#  957   11111111111111111111  20   
#  958   11111111111111111111  20   
#  959   11111111111111111111  20   
#  960   11111111111111111111  20   
#  961   11111111111111111111  20   
#  962   11111111111111111111  20   
#  963   11111111111111111111  20   
#  964   11111111111111111111  20   
#  965   11111111111111111111  20   
#  966   11111111111111111111  20   
#  967   11111111111111111111  20   
#  968   11111111111111111111  20   
#  969   11111111111111111111  20   
#  970   11111111111111111111  20   
#  971   11111111111111111111  20   
#  972   11111111111111111111  20   
#  973   11111111111111111111  20   
#  974   11111111111111111111  20   
#  975   11111111111111111111  20   
#  976   11111111111111111111  20   
#  977   11111111111111111111  20   
#  978   11111111111111111111  20   
#  979   11111111111111111111  20   
#  980   11111111111111111111  20   
#  981   11111111111111111111  20   
#  982   11011101111111111111  18   
#  983   11111111111111111111  20   
#  984   11111111111111111111  20   
#  985   11111111111111111111  20   
#  986   11111111111111111111  20   
#  987   11111111111111111111  20   
#  988   11111111111111111111  20   
#  989   11111111111111111111  20   
#  990   11111111111111111111  20   
#  991   11111111111111111111  20   
#  992   11111111111111111111  20   
#  993   11111111111111111111  20   
#  994   11111111111111111111  20   
#  995   11111111111111111111  20   
#  996   11111111111111111111  20   
#  997   11111111111111111111  20   
#  998   11111111111111111111  20   
#  999   11111111111111111111  20   
# 1000   11111111111111111111  20   
# 1001   11111111111111111111  20   
# 1002   11111111111111111111  20   
# 1003   11111111111111111111  20   
# 1004   11111111111111111111  20   
# 1005   11111111111111111111  20   
# 1006   11111111111111111111  20   
# 1007   11111111111111111111  20   
# 1008   11111111111111111111  20   
# 1009   11111111111111111111  20   
# 1010   11111111111111111111  20   
# 1011   11111111111111111111  20   
# 1012   11111111111111111111  20   
# 1013   11111111111111111111  20   
# 1014   11111111111111111111  20   
# 1015   11111111111111111111  20   
# 1016   11111111111111111111  20   
# 1017   11111111111111111111  20   
# 1018   11111111111111111111  20   
# 1019   11111111111111111111  20   
# 1020   11111111111111111111  20   
# 1021   11111111111111111111  20   
# 1022   11111111111111111111  20   
# 1023   11111111111111111111  20   
# 1024   11111111111111111111  20   
# 1025   11111111111111111111  20   
# 1026   11111111111111111111  20   
# 1027   11111111111111111111  20   
# 1028   11111111111111111111  20   
# 1029   11111111111111111111  20   
# 1030   11111111111111111111  20   
# 1031   11111111111111111111  20   
# 1032   11111111111111111111  20   
# 1033   11111111111111111111  20   
# 1034   11111111111111111111  20   
# 1035   11111111111111111111  20   
# 1036   11111111111111111111  20   
# 1037   11111111111111111111  20   
# 1038   11111111111111111111  20   
# 1039   11111111111111111111  20   
# 1040   11111111111111111111  20   
# 1041   11111111111111111111  20   
# 1042   11111111111111111111  20   
# 1043   11111111111111111111  20   
# 1044   11111111111111111111  20   
# 1045   11111111111111111111  20   
# 1046   11111111111111111111  20   
# 1047   11111111111111111111  20   
# 1048   11111111111111111111  20   
# 1049   11111111111111111111  20   
# 1050   11111111111111111111  20   
# 1051   11111111111111111111  20   
# 1052   11111111111111111111  20   
# 1053   11111111111111111111  20   
# 1054   11111111111111111111  20   
# 1055   11111111111111111111  20   
# 1056   11111111111111111111  20   
# 1057   11111111111111111111  20   
# 1058   11111111111111111111  20   
# 1059   11111111111111111111  20   
# 1060   11111111111111111111  20   
# 1061   11111111111111111111  20   
# 1062   11111111111111111111  20   
# 1063   11111111111111111111  20   
# 1064   11111111111111111111  20   
# 1065   11111111111111111111  20   
# 1066   11111111111111111111  20   
# 1067   11111111111111110111  19   
# 1068   11111111111111111111  20   
# 1069   11111111111111111111  20   
# 1070   11111111111111111111  20   
# 1071   11111111111111111111  20   
# 1072   11111111111111111111  20   
# 1073   11111111111111111111  20   
# 1074   11111111111111111111  20   
# 1075   11111111111111111111  20   
# 1076   11111111111111111111  20   
# 1077   11111111111111111111  20   
# 1078   11111111111111111111  20   
# 1079   11111111111111111111  20   
# 1080   11111111111111111111  20   
# 1081   11111111111111111111  20   
# 1082   11111111111111111111  20   
# 1083   11111111111111111111  20   
# 1084   11111111111111111111  20   
# 1085   11111111111111111111  20   
# 1086   11111111111111111111  20   
# 1087   11111111111111111111  20   
# 1088   11111111111111111111  20   
# 1089   11111111111111111111  20   
# 1090   11111111111111111111  20   
# 1091   11111111111111111111  20   
# 1092   11111111111111111111  20   
# 1093   11111111111111111111  20   
# 1094   11111111111111111111  20   
# 1095   11111111111111111111  20   
# 1096   11111111111111111111  20   
# 1097   11111111111111111111  20   
# 1098   11111111111111111111  20   
# 1099   11111111111111111111  20   
# 1100   11111111111111111111  20   
# 1101   11111111111111111111  20   
# 1102   11111111111111111111  20   
# 1103   11111111111111111111  20   
# 1104   11111111111111111111  20   
# 1105   11111111111111111111  20   
# 1106   11111111111111111111  20   
# 1107   11111111111111111111  20   
